id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
8d758508ce9a97df,"""
 In addition to the """"Revenge of the C-Students"""" dynamic I've discussed before, a big problem with WP is that administrators deliberate in secret, so their """"reasoning"""" behind a decision cannot be assessed. My block involved one admin bungle after another. The biggest bungle was the total absence of compelling evidence for the block. Others included the invocation of inconsistent standards of evidence. First the SPI was closed because (the admin said) I was not guilty beyond reasonable doubt; later I was blocked, even though no additional evidence was introduced, based on a lower standard of """"reasonable suspicion."""" Clearly, the admin didn't read the procedures for SPIs before rendering judgment. 
 Also, Srich, you've inadvertently lent support to my narrative on WP. You switched your 'vote' on whether I am a sock solely based on the opinions of others, or on a fallacious appeal to authority. By WP standard, you'd make a great admin.   """,0,0,0,0,0,0
8d75d1fdd16d370f,"""
LoL, """"We don't want to hear?"""" Elitist Douche who obviously has a disdain for us IP-editors to add to your disgraceful manner, I for one have found Jacks comments very insightful and interesting so I appreciate them and Maxis too. I doubt this will get through your thick head (it's not an insult, it's an opinion based on your response) but the problem is not the issue itself. It's that people like you seem to enjoy (whether or not your side gets it right) to discuss, turn, twist and frankly abuse topics like this which is detrimental to the basic goals of Wikis in general and Wikipedia in particular. As John Stewart said to two hacks; You're hurting us. Also, frankly, you're the one being passive aggressive. If you're going to give your opinion about someone, or even insult them, don't beat around the bush. You're the one being exactly what passive aggressive entails:, calling him *indirectly* ignorant of your (the groups) rules, acting in an elitist and authoritarian manner, calling him childish, indirectly threatening him with administrative action and so forth. I repeat, you are a douche. 213.100.108.117  """,1,0,0,0,0,0
8d75de312a7ef366,"Cleveland Steamer
Hi, you claim this is unverifiable but with a simple Google search I was able to find 83,000 references to the sexual act.",0,0,0,0,0,0
8d763c4635e6a9a0,"Hi , your edits appears to have been caught up in a block of edits flagged by the Special:PendingChanges review list. Sorry about that, it happens. You can apply to be a WP:Reviewer and then you can approve or revert these kinds of edits before you make yours which would prevent this situation in the future. Regards,  (Talk) ☮ღ☺",0,0,0,0,0,0
8d767fc149d655a6,"REDIRECT Talk:Tetyushi, Republic of Tatarstan",0,0,0,0,0,0
8d76e9ea2094e531,From the Palestinian Football Association in Arabic The Redeemers are the first to qualify for the semis of the Challenge Cup with a duality against Myanmar.,0,0,0,0,0,0
8d77461c6eba590d,"""

How do you know that I peed on my talk page?  How do we know that the general rule """"He who smelt it, delt it"""" doesn't apply?  I'll bet you, ya incontinent git, peed on my talk page and tried to pin it on me, who is fully potty-trained.  By the way, Thecolorrose, you may want to get out of the crossfire.  I'd hate for you to be hit by all the hate flying through the air.  """,0,0,0,0,0,0
8d78843bacbedd99,"I'm not talking about just any map from the MTA, but THE official system map. The MTA prints lots of maps that include subway information but not the SIR, however none of these maps are the official map. Just because a map comes from the MTA does not make it the official map. All of the official system maps from the MTA have included the SIR since 1998.  (talk • contribs)",0,0,0,0,0,0
8d7884c5303fc6f2,"You Suck
 Headline text 
Stop editing my edits. You are a piece of crap and don't know how to use a computer. You fuck.",1,0,1,0,1,0
8d7893ba0ce61cb3,"""

 Restorative Justice 

Restorative Justice and fighting oppression are the same thing. The difference is one is a long winded way of saying the same thing. Thanks  """,0,0,0,0,0,0
8d78bf8a34ffa22e,"Request for editing assistance 

Joshbuddy, your assistance would be appreciated again on the http://en.wikipedia.org/wiki/Jehovah%27s_Witnesses_and_blood page. I see the editor known as George M seems to respct your work, and the lastest dispute involves George M objecting to editing you and I worked on within the last couple of months. Please help if you can.",0,0,0,0,0,0
8d78f3668ff8765b,"Hi Prakash 

Congartes !!!!!

You have done great job in Mindtree Pvt.Ltd 

Regards,
Mallu",0,0,0,0,0,0
8d7917d9b00548ce,kamasutra is not a religious book.,0,0,0,0,0,0
8d7a1be91a71fd2d,"20 bucks says Mr. Big shot registered user Cfred doesn't respond, because he just got curbstomped. Go stick to crunching numbers. Let those who know what they're talking about talk.",0,0,0,0,0,0
8d7a407e6049cb4a,"Don't Waste Your Time Folks

Sherurij considers himself the God or Emporer of all things known. He baits you into anger and then retorts that you are the one who is unjustly accusing him of something that he doesn't understand! He is deliberate and a meglo-maniac! He will edit your edits and take credit for his own insights, while demeaning you of yours. He will lower you to angery comments and then smugly respond that he said no such thing or that you misunderstood! He is all things to himself and you are all things for his amusement except Super Mario 3. He has no peer. He edits without concensus and complains when someone else does. He uses pointless analogies and tries to get you to fit square pegs into round holes. He is a magician of the mind where he believes he can create an illusion to throw you away from your thoughts and in the process, convert you to his POV. Yes, he is a piece of work, but what it is, I hope we never find out!!!",0,0,0,0,0,0
8d7b275e5113d16f,"No, I'm just going to use the new Grump-approved version of the reference.",0,0,0,0,0,0
8d7b3f70c1a8130a,"ANI notice 

Please take note of WP:ANI#Disruption by user:Damonthesis.",0,0,0,0,0,0
8d7b9b8b09b44091,"Hmm, must have missed your post but yeah I try to hop in there every once in a while. I'm in a similar boat - I'm becoming more active in the admin realm and so only about half my time goes to USRD nowadays, which is doing well. chen7754",0,0,0,0,0,0
8d7c7f19c82528ac,"Hey UW Dawgs 

Dude, why did you delete my comment about the oregon ducks beating the Washington Huskies? The Huskies suck, and get crushed by the ducks every year. You should be absolutely ashamed of deleting that. Oh well, I guess it's just another butthurt huskies fan. Your team is bad and you should feel bad. Keep calm and keep on sucking huskies.",1,0,0,0,0,0
8d7c854971f53651,"Thanks for the welcome 

Hey Actown, can I edit and write whatever I want?  I've heard of people being blocked because they made edits to the articles that were non-factual, but hilarious.  How do you get unblocked? How do you block other people and send them messages?  from Usernane: peter anstine",0,0,0,0,0,0
8d7cb5fe04112f08,"""

Alright, well I'll admit that that is a more reputable source, but that doesn't neccessarily prove that it's true.  I wouldn't be so doubtful of this idea if I had ever heard even a single instance of this use.  Have you ever actually heard anyone use the word """"Coke"""" in this instance???  I'm sorry to be so persistent about this, but I just don't understand how this can be an established fact about the common use of a word in the South when I actually live in the South and have never heard of it. (by the original poster of topic)""",0,0,0,0,0,0
8d7d11b6da3b81cf,"""

 thanks for my suspention 

hi HERE to say THANKS for deleting my work and suspending me form wikipedia and the rude email """"if u hate wikipedia so much.....LEAVE' well im still HERE! have a great day lot of love idoit""",1,0,0,0,0,0
8d7de940b738f93f,Yakushima WP:NOTSCADAL Controversy and Televised Comments.,0,0,0,0,0,0
8d7e2e9deb7d4f90,"""

 very frankly. Find something to do. Im in about 7 Articles and on about 49 PAGES at WIKI. A Permanent Fabric of the whole Site. There aren't personal attacks. You got bent I mentioned somethings about myself in a response to someone attacking me that you Carefully Did NOTHING ABOUT. You've made """"warnings"""" and jumped to a week block.  I am Reading about myself everyday I feel like it . Big Difference 73.193.195.69  """,0,0,0,0,0,0
8d7eaea7dfad82d6,"While not derived directly from the official logo, this seems similar enough to constitute trademark infringement.  It falls short of duplicating the quality of the real thing, and I'm fairly certain that Mozilla would oppose its use.  —",0,0,0,0,0,0
8d7eda30a23f3741,"""
No, I meant if the same person comes back to editing from the same IP after the block expires  you can't prove that it's the same person, so it would be quite impossible to enforce the sort of indef ban which Nil Einne proposes.  (BTW, I am still the same person who was blocked for that outburst  and I do NOT object to the 2-week block itself because it serves me right for what I said, but I do strongly object to Nil Einne's proposal because: (1) it can't be enforced, as I've just pointed out; (2) it constitutes double jeopardy  after the length of a ban has been reduced, you can't increase it again without further wrongdoing on the banned user's part; and (3) there's evidence of hostile animus behind Nil Einne's proposal  when making his case for an indefinite ban even after the block expires, he specifically cited """"highly pro-American (& American right wing) POV (and other stuff) in their posts (which also seems to be implied in their novels)"""" (for the record, Nil Einne himself has a track record of promoting a third-worldist, anti-colonialist, and on at least one occasion specifically anti-American POV). 24.5.122.13  """,0,0,0,0,0,0
8d807a4366967079,"""
Some of your comments arouse suspicion, I'm afraid.   (talk) """,0,0,0,0,0,0
8d80b7ecc5943d80,"""

 Gradenko 

Why do you think Gradenko is a competent leader?  I've played the Soviet campaign, so I've seen his track record: in the Mission 1 intro, he tries to hide his failure to kill all civilians in an unnamed village with poison gas by blaming the discrepancy in numbers on """"inaccurate intelligence"""" (even though it was his number that was """"approximate""""); then in the Mission 3 intro, it's revealed that he had failed to prevent the Allies from destroying the """"Sevrinsk"""" chemical plant (of which he's not even aware, as shown by his affirmative reply to Stalin's question re. the security arrangements at chemical facilities), and allowed Einstein to escape.  Hardly a """"competent"""" leader! 24.5.122.13  """,0,0,0,0,0,0
8d80eb568e239f5e,Greg Thomas From Albuquerque New Mexico is Gay.,1,0,0,0,0,0
8d814796bd352cb7,"no reason not to include a mention in the same manner as the film mentioned at the end of the articleor remove the mention to the film, I suppose.  (smallwhitelight)",0,0,0,0,0,0
8d81cbb485de67fd,"Padmini Visuddha EkAdasii
Ekadashi, in Vedic (Vaishnava) calendar is a fasting day. This is day of Lord Hari (Vishnu), so one has to dedicate this day to Vishnu, thus one has to do more fasting, especially from crops (beans). In Vedas persons refrain from meat, eggs, flesh/blood 'food' completely, but on this day (Ekadashi) one even refrains from beans/crops like rice, as Kali (material lust) may hide there on Ekadashi day. This day Vishnu has to be satisfied and not our tongue, belly etc.

Padmini Visuddha EkAdasii occurs during the light fortnight (shukla paksha) of the extra, leap year month known as Adhika month. This Adhika month is considered to be very auspicious (adhika = best or greatest), as Vishnu appearing Himself. This month (Adhika Maasa) comes once every two (sometimes three) years, and so also this Ekadashi. Padmini Visuddha EkAdasii'' comes on Purushottam Shukla Paksh'''.

See also
Ekadashi

External links

Padmini - Visuddha EkAdasii 

Category:Hindu festivals
Category:Festivals in India
Category:Hindu holy days
Category:Fasting",0,0,0,0,0,0
8d81efde6bc933f0,. i do believe that most of my post have to do with the issue on inherent bias and not camera. i do think i voiced an opinion that any user violating game rules should suffer consequences and that included any and all members of agenda driven entities. that doesn't sound like a 'meatpuppet' but the fact that it was ignored begs the validity of the accusation.,0,0,0,0,0,0
8d8396845f999044,WOW! Talk about suppression and suppression of dissent.,0,0,0,0,0,0
8d84af335f370607,"""

 Reading Order 
I have a copy of the series from 1982, first published 1980, which orders the books by in-world chronology.  I looked up the publisher """"Fontana Lions"""" and found this site: http://inklingsfocus.com/en_GB/brit_1980.html which states that they were the first to publish the series numbered chronologically.  This would be useful information for the article if we can found a reliable source.-  """,0,0,0,0,0,0
8d8577e42ae4d82c,"""
P.S.: I see that 67.235.34.64  has exactly four edits on WP.  The first was simply changing the name in the article with no citation of proof.  The next two changes involved reverting to this removed change twice.  Finally, the entry above (which should be at the bottom of the talk page, not the top).  This is one editor, offering no proof, reverting the same change repeatedly, down in sunny Florida.  The IP address can be traced, and IP's can be blocked from WP if they have demonstrated a pattern of vandalistic behavior.  Do not revert """"Linda Maria Ronstadt"""" to """"Maria Linda Ronstadt"""" again without a solid reference, included in the article.  Thanks again >   """,0,0,0,0,0,0
8d87ddf5f3ec5cfa,"These are standard names for Buddhism scriptures and it can't be changed no matter how people try to change it.
and it's pretty much universal just like Dinosaurs names in Latin and Greek.
//A Theravada Buddhist",0,0,0,0,0,0
8d887120d5835438,"You might want to consider prodding Lara out of retirement for this one. Dweller is quite good with this kind of list, too. 63.164.47.227",0,0,0,0,0,0
8d8ab88cc973e92e,"Did you even read what he said? He spent three paragraphs addressing your points, which you promptly ignored.",0,0,0,0,0,0
8d8b3a7e560d9010,"Why the hell not? It would ve a) very cool and b) very encyclopaedic...if you could substantiate it, like the list above.",0,0,0,0,0,0
8d8c2ac5b14301a5,"Fair use rationale for Image:ApeejayLogo.JPG

:Image:ApeejayLogo.JPG is being used on this article. I notice the image page specifies that the image is being used under fair use but there is no explanation or rationale as to why its use in this Wikipedia article constitutes fair use. In addition to the boilerplate fair use template, you must also write out on the image description page a specific explanation or rationale for why using this image in each article is consistent with fair use.

Please go to the image description page and edit it to include a fair use rationale. Using one of the templates at Wikipedia:Fair use rationale guideline is an easy way to insure that your image is in compliance with Wikipedia policy, but remember that you must complete the template. Do not simply insert a blank template on an image page.

If there is  other fair use media, consider checking that you have specified the fair use rationale on the other images used on this page.  Note that any fair use images lacking such an explanation can be deleted one week after being tagged, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you.",0,0,0,0,0,0
8d8de4a82f5a290c,{unblock}} well at least i'm not a gay fag like you and your mom,1,1,1,0,1,1
8d8e6014cc2ffa39,"Peru v Kriegsmarine 

No, I haven't heard of anything like this. It is possible that the would have destroyed an U-boat, but warship....Only Panzerschiffe's  had range to reach Peru without being resupplied. Germany had three Panzerschiffe and none of them was sunk in Peruvian waters. Admiral Graf Spee, though, was scuttled in Montevideo, but that's quite away from Peru...",0,0,0,0,0,0
8d8e9de35e858f3e,"There is ZERO NPOV regarding this wiki

This wiki is a disgrace. NPOV flew right out the window and was replaced with Hal Turner bashing. All the little kids with nothing better to do than make up memes have ruined any hope of NPOV. I have exposed numerous lies which have been deleted. Just because Hal Turner has a different viewpoint than you does not give you the right to make up slanderous lies about the man. Your viewpoint is not always correct, believe it or not, when you grow up, you may realize the error of your ways.",0,0,0,0,0,0
8d8ef6e50ae91f8b,"Reddys being sudras is not correct 

Dear Mr.Etitis ,Reddys being sudras is not correct.They are a miix of kshatriyas/sudras.I have authentic data to proove that fact.I have changed sudra to kshatriya/sudra.Pls do not revert my changes",0,0,0,0,0,0
8d8f109a29bb63ae,"Trying to find loopholes in everything isn't a good way to live your life. If you find a loophole, you find a mistake. It's not that you found the true meaning of something. In this case, for example, telling someone that they disgust you is incivil, regardless of whether they do. Incivil remarks are inconsiderate, offensive, and impolite. You already know that, but I'm just telling you that these arguments based on loopholes seldom do more than convince yourself, and as soon as they're closed, you're back at square one. Thus, you waste your time.69.39.89.95",0,0,0,0,0,0
8d8fb161163dfd34,"02:21, 11 Feb 2005 (UTC)",0,0,0,0,0,0
8d90de071b9ac14e,"""

March 2007
It might not have been your intention, but your recent edit removed content from . Please be careful not to remove content from Wikipedia without a valid reason, which you should specify in the edit summary or on the article's talk page. Take a look at our welcome page to learn more about contributing to this encyclopedia. Thank you.  phantom """,0,0,0,0,0,0
8d91022d11afe213,See also the Youtube video - http://www.youtube.com/watch?v=7LYqV1BCHHw,0,0,0,0,0,0
8d9179c42de38b49,"English Football League 

The article states that Coca-Cola sponsor the english Football League.  This is no longer the case - it has been sponsored by nPower since the 2010-11 season.
138.38.3.39",0,0,0,0,0,0
8d920e926d390e83,"Oh hi, but I'm not from SJdM. Are you? -",0,0,0,0,0,0
8d938d9cfcdc89d9,"I wnt the extra mile making sure that you don't have to redo all your changes, but you still reverted me. Now the other guy is simply reverting without taking into consideration your minor edits.",0,0,0,0,0,0
8d93ca7ebd8fb45c,"""
Note to reviewing administrator: These are the edits that resulted in the above block: , , , ,  and, .  talk """,0,0,0,0,0,0
8d9459ebd5a1fdde,"Moved from the article to here:

Some of these stories:

 United Nations and OSCE observers came to Belarus to give weapons, ammunitions and explosives to terrorists and to train them
 There are terrorist training camps in eastern Poland
 Japanese secret agents paid Belarusians $500 to protest against Aleksandr Lukashenko with hope that protesters would be arrested and then could apply for refugee status in pro-Western countries to obtain high paying western jobs.

Actually I heard the third story while in Belarus on Belarusian TV days before the last election of Lukashenko, it was part of a story about the terrorists in Belarus (had history of terrorism in west and then tacked on info about Belarusian terrorists that was in line with the first two examples above. I can't recall the actual time or date of the broadcast, but it was in August 2001.",0,0,0,0,0,0
8d94e4e084feb6cd,"I actually have 2 pictures of him that I took upclose of him in the beginning of May of this year. He wasn't in a great mood at the time, because I think he was late for practice for the event, and he wasn't signing any autographs. I have his side shot of him getting his backpack out of his truck (pretty close), but it's not a great shot of him wrestling or anything. I'll happily release it for use on this page, but I'm sure there are better out there.",0,0,0,0,0,0
8d955b930420c916,"Re: Hello 

Please let this free image, Image:Angel Locsin.jpg exist.Thankyou {  }
I don't think so; I understand that you want to help, but you're doing it in a disruptive way in order to illustrate your point. Your fanaticism and fanboyism of Angel Locsin doesn't apply here, as Wikipedia editors are expected to provide neutral and favorable contributions, not turn the article into a fan site. Any more and a block, or worse, a ban can be imposed on you for your disruption. Thank you.",0,0,0,0,0,0
8d95d6d3837f30eb,Hmm.. it is a kind of private info on him but I attached the links to RFCU page for speedy. I think I should redact my edit at RFCU.,0,0,0,0,0,0
8d95f17b60226252,"What software could you recommend for animated 3D math sketches? 

Sir, you are awesome, thanks a lot for your clean and deeply precise animation!
Could you recommend some tools for creating animated math sketches like yours? I realize that it depends. 
 3dsMax, Maya, Blender seem to be overhead,
 CLUCalc is nice, but raster,
 to write custom scripts for SVG/pgf/TikZ is to reinvent a wheel.",0,0,0,0,0,0
8d969b8184886349,", 26 June 2008 (UTC)

I don't mind. If you have anything to add further, feel free. And thanks for being civil (though I wouldn't have expected you not to be). -  19:19",0,0,0,0,0,0
8d96b638b70562b4,"""

Argentine football
Hi there,
I noticed that you created an article on Andrés Yllana, I have made a few additions to the article including adding the Wikipedia:WikiProject Argentine football parameter on the talk page. Maybe you would be interested in joining the project? If you do make any more Argentine football related pages could you announce them here Wikipedia:Wikiproject Argentine football/New articles, cheers. Keep up the good work, kind regards,  (T/C) """,0,0,0,0,0,0
8d96d3d0b940c984,Got about half the geology links - more later.,0,0,0,0,0,0
8d972e8773cdb5ec,Virtual Steve can burn in hell.,1,0,0,0,0,0
8d97804cdbcb1378,"The interesting thing about Dickins is that he gave the original texts in Japanese and in Roman script, as well as the translations. Find out more about Hartmann here.  | Blarneyman 08:59, May 6, 2005 (UTC)",0,0,0,0,0,0
8d985c0e3a8ca516,"Plz newbiiee don't come here with your act trying to show off,plz.There are references in that article,change the sentences if you have strong references",0,0,0,0,0,0
8d98b1f183676fc9,"""

Using === this page has a better view, why do you insist on vandalizing this article? Why until now you don't answer what is the problem that you have with me? Why you asking your friends to change this page for you? Why do you not delete the information that someone wrote in the article """"Rachel Bilson"""" too? What is your problem?
  """,0,0,0,0,0,0
8d98e3558e7716c2,the URL not linked is triggering the blacklist. I'm off to check that out.,0,0,0,0,0,0
8d999005007e0680,"""::::::From WP:MEDRS """"The best evidence comes primarily from meta-analyses of randomized controlled trials (RCTs)"""" This source says there aren't any, so how can it meet the guidelines? What is the basis for the opinions stated? Am I missing something? My changes to """"insufficient evidence"""" are directly from the abstract provided by the source. I think """"no evidence"""" is misleading.   

""",0,0,0,0,0,0
8d9aa05fdbedece4,"Yes Hamas claim of 1000 soldier dead should be used since it is the newest and the 161 figure is outdated.
both IDF and HAMAS claims of how much they killed from the other side are estimates and of course both of them are inflated and ridiculous , but since it is attributed to them and not stated as a fact but rather as a claim it must be included and i will include it no matter what others do even if i keep adding it daily for one year , i have a very long breath.

If you dont want HAMAS claims so change the title to THE ISRAELI NARRATIVE OF THE 2014 ISRAEL-GAZA CONFLICT.
HAMAS is one of the only two sides of the conflict so not including its claims make the articl out of balance and whatever you feel about them or about palestinians is irrelevant, Imagine if HAMAS were at a justice court wouldnt the judge hear their claims or would he say  listen terrorists i will not hear from you and i will sentence you to so and so.",0,0,0,0,0,0
8d9abac915e5f4fd,""", 6 April 2007 (UTC)

The countries were illegally annexed, and there is a considerable difference between de facto and de jure; if I steal your car and then forge the title, it may be """"my car"""" in that I drive it, register it, paint it hot pink and invite my relatives to live in it, but a Wikipedia article on the matter would probably best be entitled """"Theft of Dojarco's car.""""  The article on O.J. Simpson's murder case at Wikipedia is entitled O. J. Simpson murder case. Calculating numbers of countries is tangential to the legal aspect, as explained above  basically, most free countries that had relations renewed relations, never having recognized the legality of the forcible annexation. Many countries did not have relations prior to the occupation, because many were not sovereign back then (e.g., India was part of the British Empire, etc.  a list is available here ). I have nothing against including information on who did and who didn't recognize the annexation within the article, and the article should include information on the """"lameness"""" of continuity, too. But if you would emerge from the innards of this debate a bit  a person interested in the occupation (or even the argument that there was no occupation) would generally expect an article like this, with a title like this. It's a frequent search term. One includes denial in the Holocaust entry, and there are separate entries on Holocaust denial and even Criticism of Holocaust denial  but this does not mean that we agree with Holocaust denial, does it? The occupation of the Baltic States is not universally agreed upon, no  but not too many things are universally agreed upon. Presenting the prevailing view and serious alternate views is what an encyclopedia is supposed to do. You write: Saying Baltics were not annexed is pure nonsence and extremist POV. Nobody here said that the Baltics weren't annexed  what some here are saying is that they were illegally annexed whilst under occupation, and that is indeed the prevailing view. Please follow the links I gave. That some are in denial really does not matter. Start an article on """"Denial of the occupation of the Baltic States"""" if you like.  09:05""",0,0,0,0,0,0
8d9b1796666c17f1,"Trigon Engineering Society
Hi Tlmii.  If you wish to create an article on the above, you should try and ensure that the article meets notability guidelines, by having multiple reliable sources, independent of the subject and each other asserting the notability of the subject. Independent sources for the age and membership of the society would go a long way to meeting this requirement. Any information included in the article should be verifiable.

A perceived conflict of interest may be seen as a problem but provided the article is written from a neutral point of view, avoids peacock terms and does not read as a advertisement, it should not be an obstacle to creating the article.  If may be worth creating the article in your userspace first and only moving over to the mainspace when you are confident it can stand up to scrutiny. 

I will say that recently a series of University of Oxford clubs and societies articles were nominated for deletion, such as Oxford University Cave Club and it may be worth your while having a look at some of the arguments (to delete and to keep) there.  I am happy to have a look at the article in draft form if you like.  Finally, my opinion is mine only of course, and others may feel differently. Good luck!  / talk",0,0,0,0,0,0
8d9bc4dd121efbfb,"Thank you. 

I would just like to thank you for deleting my articles that i worked so hard on. You can expect a song written about you, and this website. The song will contain vulgar, explicit, threatening lyrics that will make you shiver.

You should be ashamed of yourself for crushing all of our dreams. All we wanted was to have our measley little articles on the website, but no. You are an editing nazi, with a need for perfection arent you? You have gotten your little stars because you like to delete articles. It is people like you that uncleanse this earth, and that i lose sleep over at night.

Good day to you sir, and may the guilt burn in you for the rest of your years.

Sincerely,
Wet Screams.",0,0,0,0,0,0
8d9c43abd1a58f2d,"L.A. Noire (2011 video game) 

Hi Diego Moya. I noticed you created the  page with nothing but a link to L.A. Noire. I turned the page into a redirect into that page, and looking at the target article, I think that's what you probably meant to do, but I wanted to make sure. Thanks,",0,0,0,0,0,0
8d9c6c072579546d,"""
Whether a particular document is a """"reliable"""" source depends on how that document is used in the article. The Chinese paper could be used as a reliable source that a particular person reported a certain result, but it shouldn't if it reports something dramatic like that the whole field changed because of that result. This is why I keep asking people to focus on EDITS first rather than sources.   """,0,0,0,0,0,0
